FrameCounter,Timestamp,LedState,Region0G,Region1R
0,5602.61456,0,0.00392156862745098,0.00392156862745098
1,5602.6312,1,0.258635109002859,0.115675469873071
2,5602.64784,2,0.0531301478163617,0.0454288669023106
3,5602.664512,1,0.258110617104386,0.115566394492722
4,5602.681184,2,0.0530640353921844,0.0454288669023106
5,5602.697856,1,0.259388790638481,0.117308513539239
6,5602.714528,2,0.0529946173467982,0.0453414007954271
7,5602.7312,1,0.259495672390901,0.117430966088876
8,5602.74784,2,0.0530276735588869,0.0454669403841306
9,5602.764512,1,0.259331493204194,0.117348645047103
10,5602.781184,2,0.0530133492003151,0.0455142749831499
11,5602.797856,1,0.25892600366924,0.117420675958654
12,5602.814528,2,0.0530078398316337,0.0455297101784823
13,5602.831168,1,0.258908373689459,0.117491677857183
14,5602.84784,2,0.0529307086700935,0.0457046423922495
15,5602.864512,1,0.258649433361431,0.117554447651535
16,5602.881184,2,0.0529130786903129,0.0457879924470444
17,5602.897856,1,0.258604256538243,0.117421704971676
18,5602.914528,2,0.0528150119277832,0.0457056714052716
19,5602.931168,1,0.25803238406911,0.11738054445079
20,5602.94784,2,0.0527852613369034,0.0456480466760307
21,5602.964512,1,0.257884732988447,0.117398037672167
22,5602.981184,2,0.0527400845137156,0.0456799460797176
23,5602.997856,1,0.257717248180531,0.117341441955948
24,5603.014528,2,0.0525571734734917,0.0458785455929945
25,5603.031168,1,0.257737081907784,0.117584289029178
26,5603.04784,2,0.0527136395440446,0.0461594661480441
27,5603.064512,1,0.25778886997339,0.117959878782266
28,5603.081184,2,0.0526552402360214,0.0463755588826977
29,5603.097856,1,0.257493567812064,0.118064838110526
30,5603.114496,2,0.0527114357965721,0.0466389862163706
31,5603.131168,1,0.258141469569002,0.118645201455024
32,5603.14784,2,0.05290205995295,0.0468972684849327
33,5603.164512,1,0.259169517764959,0.118819104655769
34,5603.181184,2,0.0529527461448193,0.0467655548180962
35,5603.197824,1,0.259075858497375,0.118720319405642
36,5603.214496,2,0.052867901867125,0.0466081158257058
37,5603.231168,1,0.258718851406817,0.118545387191875
38,5603.24784,2,0.0529009580792137,0.0466647115419246
39,5603.264512,1,0.258816918169347,0.118482617397523
40,5603.281152,2,0.0528194194227284,0.0466091448387279
41,5603.297824,1,0.258615275275606,0.118366338926019
42,5603.314496,2,0.0527863632106397,0.0463879070389636
