FrameCounter,Timestamp,LedState,Region0G,Region1R
0,6257.53856,0,0.00392156862745098,0.00394009086184986
1,6257.5552,1,0.128141304287942,0.0628768117060521
2,6257.571872,2,0.0306166636365139,0.0275796070199268
3,6257.588512,1,0.130017795260841,0.0649111704508621
4,6257.605184,2,0.0305780980557438,0.0276104774105916
5,6257.621856,1,0.129873449801387,0.0648319364481557
6,6257.638528,2,0.0286376984061396,0.0256707878638204
7,6257.6552,1,0.12776776909134,0.0628325641460993
8,6257.67184,2,0.0285748916031712,0.0256327143820005
9,6257.688512,1,0.127751240985296,0.0628263900679663
10,6257.705184,2,0.0286222721738316,0.0256378594471113
11,6257.721856,1,0.127779889702439,0.0629509006436476
12,6257.738528,2,0.0286211703000953,0.0256584397075545
13,6257.755168,1,0.127659785465184,0.0628901888753402
14,6257.77184,2,0.0286443096485574,0.0256625557596431
15,6257.788512,1,0.127561718702654,0.0629035660446283
16,6257.805184,2,0.0286101515627324,0.0256183081996903
17,6257.821856,1,0.12765207234903,0.06287578269303
18,6257.838528,2,0.0285341222749285,0.0256234532648011
19,6257.855168,1,0.127559514955181,0.0628016937554345
20,6257.87184,2,0.0285605672445994,0.0256368304340891
21,6257.888512,1,0.127505523142103,0.0627944906642793
22,6257.905184,2,0.0284944548204221,0.0256152211606238
23,6257.921856,1,0.127495606278477,0.0628665215758305
24,6257.938528,2,0.0284569911133883,0.0256522656294215
25,6257.955168,1,0.12744712383408,0.0627996357293902
26,6257.97184,2,0.0284018974265739,0.0256399174731556
27,6257.988512,1,0.127403048884628,0.0627584752085038
28,6258.005184,2,0.0284503798709706,0.0256090470824908
29,6258.021824,1,0.127304982122099,0.0628778407190743
30,6258.038528,2,0.0284569911133883,0.0255987569522692
31,6258.055168,1,0.127466957561333,0.062792432638235
32,6258.07184,2,0.0284746210931689,0.0256563816815102
33,6258.088512,1,0.127297269005945,0.0627800844819691
34,6258.105152,2,0.0284250367750359,0.0255894958350698
35,6258.121824,1,0.127308287743307,0.0627872875731242
36,6258.138496,2,0.0284746210931689,0.02560390201738
37,6258.155168,1,0.127214628475723,0.062753330143393
38,6258.17184,2,0.0284316480174537,0.0256028730043579
39,6258.188512,1,0.127146312304073,0.062779055468947
40,6258.205152,2,0.0284029993003102,0.0255956699132027
41,6258.221824,1,0.12731930648067,0.0627481850782822
42,6258.238496,2,0.0284658061032786,0.02560390201738
43,6258.255168,1,0.127075792384951,0.0627368659350384
44,6258.27184,2,0.0284162217851456,0.0255822927439147
45,6258.288512,1,0.127176062894953,0.0627625912605924
46,6258.305152,2,0.028455889239652,0.0256419754991999
47,6258.321824,1,0.127205813485833,0.0627872875731242
48,6258.338496,2,0.0284492779972343,0.0256213952387567
49,6258.355168,1,0.127086811122313,0.0626730671276645
50,6258.37184,2,0.0283919805629473,0.025655352668488
51,6258.388512,1,0.127193692874734,0.0628068388205453
52,6258.405152,2,0.0283534149821772,0.0255617124834715
53,6258.421824,1,0.12724217531913,0.062792432638235
54,6258.438496,2,0.0283963880578924,0.0255750896527596
55,6258.455136,1,0.127106644849567,0.0627440690261935
56,6258.471808,2,0.0283545168559135,0.0256409464861778
57,6258.48848,1,0.126987642486048,0.0626885023229969
58,6258.505152,2,0.0283512112347046,0.025578176691826
59,6258.521824,1,0.127050449289016,0.0627636202736146
60,6258.538496,2,0.0283677393407489,0.025578176691826
