FrameCounter,Timestamp,LedState,Region0G,Region1R
0,4565.428544,0,0.00392156862745098,0.00392774270558394
1,4565.445184,1,0.482041110909101,0.183974151192883
2,4565.461856,2,0.0775719110347145,0.0605944608229017
3,4565.478528,1,0.48048857081467,0.184013253687725
4,4565.495168,2,0.0794208551642067,0.0624158138721245
5,4565.51184,1,0.479619192436739,0.183809509109338
6,4565.528512,2,0.0773427212975665,0.0605306620155278
7,4565.545184,1,0.476854591232391,0.181594044072628
8,4565.561824,2,0.0772446545350368,0.0603866001924254
9,4565.578496,1,0.476087687111934,0.18151892612201
10,4565.595168,2,0.0771950702169038,0.0603886582184698
11,4565.61184,1,0.475566500834669,0.181275050035758
12,4565.628512,2,0.0772325339239377,0.0602867859292759
13,4565.645152,1,0.474885542865643,0.181240063593005
14,4565.661824,2,0.0771961720906401,0.0603721940101152
15,4565.678496,1,0.474423857770138,0.181139220316833
16,4565.695168,2,0.0770044460605259,0.0602610606037219
17,4565.71184,1,0.47374951104353,0.181099088808969
18,4565.728512,2,0.077027585408988,0.0602445963953674
19,4565.745152,1,0.473363855235829,0.180970462181199
20,4565.761824,2,0.0769636767322833,0.0603361785543396
21,4565.778496,1,0.473081775559339,0.180988984415598
22,4565.795168,2,0.077027585408988,0.0602435673823452
23,4565.81184,1,0.472626701706251,0.18079964601952
24,4565.828512,2,0.0769504542474478,0.0602199000828355
25,4565.845152,1,0.472473541256907,0.18092312758218
26,4565.861824,2,0.0768589987273358,0.0602157840307469
27,4565.878496,1,0.471919298767554,0.180640149001086
28,4565.895168,2,0.0767972937981037,0.0600871574029769
29,4565.911808,1,0.471848778848432,0.180684396561038
30,4565.928512,2,0.07679839567184,0.060229161200035
31,4565.945152,1,0.47139811249029,0.18060413354531
32,4565.961824,2,0.0766782914345845,0.0602631186297663
33,4565.978496,1,0.471248257662155,0.180884025087337
34,4565.995168,2,0.0766937176668926,0.060396890322647
35,4566.011808,1,0.470826240021156,0.180728644120991
36,4566.02848,2,0.0767543207223884,0.0604812693904641
37,4566.045152,1,0.470680792687966,0.180802733058587
38,4566.061824,2,0.0766518464649136,0.0604318767654005
39,4566.078496,1,0.470399814885212,0.180879909035249
40,4566.095136,2,0.0766749858133756,0.0601952037703037
41,4566.111808,1,0.470219107592461,0.180570176115579
42,4566.12848,2,0.0766430314750233,0.0601828556140378
43,4566.145152,1,0.469984408486632,0.180536218685847
44,4566.161824,2,0.0765956509043629,0.0601591883145281
45,4566.178496,1,0.469762931865638,0.180465216787318
46,4566.195136,2,0.076470037298426,0.0600676061555559
47,4566.211808,1,0.469593243310249,0.180243978987554
48,4566.22848,2,0.0765152141216138,0.0600130684653814
49,4566.245152,1,0.469336506729694,0.180258385169864
50,4566.261824,2,0.0764656298034808,0.0599544147231183
51,4566.278464,1,0.469117233856172,0.180219282675022
52,4566.295136,2,0.0763389143238076,0.0598473973688137
53,4566.311808,1,0.468889145992761,0.180076249864942
54,4566.32848,2,0.0763796836520503,0.0598340201995256
55,4566.345152,1,0.469001537113862,0.180193557349468
56,4566.361792,2,0.0763499330611705,0.0598988480199217
57,4566.378464,1,0.468751411775725,0.180050524539388
58,4566.395136,2,0.0762761075208392,0.0599894011658718
59,4566.411808,1,0.468676484361657,0.180296458651684
60,4566.42848,2,0.0762750056471029,0.0600995055592429
61,4566.44512,1,0.46855968574561,0.180293371612618
62,4566.461792,2,0.0762022819805079,0.0601550722624395
63,4566.478464,1,0.468066046311753,0.180377750680435
64,4566.495136,2,0.0762904318794109,0.0603114822418078
65,4566.511808,1,0.467814819099879,0.180430230344565
