FrameCounter,Timestamp,LedState,Region0G,Region1R
0,4886.245568,0,0.00392156862745098,0.00393288777069474
1,4886.262208,1,0.539100540469068,0.214575969458893
2,4886.27888,2,0.0715501710658976,0.0587463534351027
3,4886.29552,1,0.537251596339576,0.214316658177309
4,4886.312192,2,0.0714884661366654,0.0587587015913686
5,4886.328864,1,0.534087014968955,0.212051800515535
6,4886.345536,2,0.0714014181114986,0.0585796533255128
7,4886.362208,1,0.53497622707414,0.213823760939695
8,4886.378848,2,0.0713859918791906,0.0585621601041361
9,4886.39552,1,0.534277639125333,0.213812441796451
10,4886.412192,2,0.0712824157479794,0.0586115527291998
11,4886.428864,1,0.533302480868717,0.213639567608728
12,4886.445536,2,0.0712724988843528,0.0586022916120003
13,4886.462176,1,0.533041336793217,0.213595320048775
14,4886.478848,2,0.0713066569701778,0.0586588873282191
15,4886.49552,1,0.532520150515952,0.213566507684155
16,4886.512192,2,0.0711733302480869,0.0588132392815431
17,4886.528864,1,0.531910814339785,0.213482128616338
18,4886.545536,2,0.0712405445460005,0.0586352200287095
19,4886.562176,1,0.531288255678782,0.213282500090039
20,4886.578848,2,0.0710851803491838,0.0586506552240419
21,4886.59552,1,0.531045843456798,0.213322631597903
22,4886.612192,2,0.0711579040157788,0.0586527132500862
23,4886.628864,1,0.530267920598979,0.213156960501335
24,4886.645536,2,0.0710609391269855,0.0585477539218259
25,4886.662176,1,0.52992303411952,0.213239281543108
26,4886.678848,2,0.0711237459299539,0.0585127674790724
27,4886.69552,1,0.529612305725887,0.213098306759072
28,4886.712192,2,0.0709496498796203,0.0585343767525378
29,4886.728832,1,0.529365486008958,0.212995405456856
30,4886.745536,2,0.0710444110209411,0.0585240866223162
31,4886.762176,1,0.528968811463894,0.212783428774291
32,4886.778848,2,0.0709584648695106,0.0584427945935656
33,4886.79552,1,0.528697750524767,0.212765935552914
34,4886.81216,2,0.0708868430766518,0.0583224000699729
35,4886.828832,1,0.528710973009603,0.212601293469369
36,4886.845504,2,0.0709419367634663,0.0582534561974882
37,4886.862176,1,0.528628332479381,0.212365649487294
38,4886.878848,2,0.0708879449503881,0.0581536419343387
39,4886.89552,1,0.528324215328166,0.212464434737422
40,4886.91216,2,0.0708119156625842,0.0581196845046074
41,4886.928832,1,0.528100534959699,0.212424303229557
42,4886.945504,2,0.0707623313444512,0.058175251207804
43,4886.962176,1,0.527917623919475,0.212317285875253
44,4886.978848,2,0.0707700444606053,0.0581608450254938
45,4886.99552,1,0.527627831126831,0.212448999542089
46,4887.01216,2,0.0707832669454407,0.0581989185073137
47,4887.028832,1,0.527470263182542,0.212369765539383
48,4887.045504,2,0.0707810631979681,0.0581351196999398
49,4887.062176,1,0.527200304117151,0.212156759843796
50,4887.078816,2,0.0707579238495061,0.0580692628665216
51,4887.095488,1,0.526873047617474,0.212159846882862
52,4887.11216,2,0.0707215620162086,0.0580836690488318
53,4887.128832,1,0.526897288839672,0.212252458054857
54,4887.145504,2,0.0707744519555504,0.0580774949706988
55,4887.162176,1,0.527036124930444,0.212213355560015
56,4887.178816,2,0.0706686720768667,0.0581093943743858
57,4887.195488,1,0.526680219713623,0.212092961036422
58,4887.21216,2,0.0706576533395038,0.0580260443195909
59,4887.228832,1,0.526521549895598,0.212117657348954
60,4887.245504,2,0.0705904390415902,0.058078523983721
61,4887.262176,1,0.526196497143392,0.212202036416771
62,4887.278816,2,0.0706840983091748,0.0580600017493221
63,4887.295488,1,0.526192089648447,0.212116628335932
64,4887.31216,2,0.0706609589607127,0.0580291313586573
65,4887.328832,1,0.526069781663719,0.212046655450425
66,4887.345504,2,0.0705617903244467,0.0580085510982141
67,4887.362144,1,0.526077494779873,0.212069293736912
68,4887.378816,2,0.070555179082029,0.0579951739289261
69,4887.395488,1,0.525847203168989,0.211830562715771
70,4887.41216,2,0.0705794203042273,0.0580898431269648
71,4887.428832,1,0.52566869962371,0.212020930124871
72,4887.445504,2,0.0705992540314805,0.0581217425306517
73,4887.462144,1,0.525623522800522,0.211943754148209
74,4887.478816,2,0.0705276322386218,0.0580054640591477
75,4887.495488,1,0.525778886997339,0.211929347965898
76,4887.51216,2,0.0705728090618096,0.0580877851009204
77,4887.528832,1,0.525365684346231,0.211978740590962
78,4887.545472,2,0.0706146802637886,0.0579992899810147
79,4887.562144,1,0.52535686935634,0.211868636197591
80,4887.578816,2,0.0704813535416977,0.0580960172050977
81,4887.595488,1,0.525190486422161,0.211884071392923
82,4887.61216,2,0.0706466346021409,0.0580774949706988
83,4887.6288,1,0.525025205361718,0.211995204799317
84,4887.645472,2,0.0704394823397187,0.0580795529967432
85,4887.662144,1,0.525169550821171,0.21203019124207
86,4887.678816,2,0.0705342434810395,0.0580579437232778
87,4887.695488,1,0.524907304871935,0.211890245471056
88,4887.712128,2,0.0705000853952146,0.0580507406321227
89,4887.7288,1,0.524754144422591,0.211897448562212
90,4887.745472,2,0.0704648254356533,0.0580178122154136
91,4887.762144,1,0.524473166619837,0.211908767705455
92,4887.778816,2,0.070463723561917,0.0581001332571864
93,4887.795488,1,0.524695745114567,0.212008581968605
94,4887.812128,2,0.0704626216881808,0.0583224000699729
95,4887.8288,1,0.524857720553802,0.212021959137893
96,4887.845472,2,0.0704714366780711,0.0582678623797984
97,4887.862144,1,0.524558010897531,0.2120826709062
98,4887.878816,2,0.0704967797740057,0.0583697346689922
99,4887.895488,1,0.524688031998413,0.212191746286549
100,4887.912128,2,0.0704416860871913,0.058374879734103
101,4887.9288,1,0.524506222831926,0.21218248516935
102,4887.945472,2,0.0704031205064212,0.0583069648746405
103,4887.962144,1,0.524274829347305,0.212107367218732
104,4887.978784,2,0.0704141392437841,0.0583450383564604
105,4887.995488,1,0.524207615049392,0.212098106101533
106,4888.012128,2,0.0703876942741131,0.0583460673694826
107,4888.0288,1,0.524074288327301,0.212261719172056
108,4888.045472,2,0.0704075280013663,0.058361502564815
109,4888.062144,1,0.523926637246638,0.21199211776025
110,4888.078784,2,0.0703017481226826,0.0583944309815241
111,4888.095456,1,0.524035722746531,0.212084728932245
112,4888.112128,2,0.0704141392437841,0.0583717926950365
113,4888.1288,1,0.523733809342787,0.212136179583353
114,4888.145472,2,0.070341415577189,0.0583635605908593
115,4888.162112,1,0.523793310524547,0.21194889921332
116,4888.178784,2,0.0704493992033453,0.0582452240933109
117,4888.195456,1,0.523674308161028,0.211878926327813
118,4888.212128,2,0.0703149706075181,0.058284326588153
119,4888.2288,1,0.523647863191357,0.211909796718477
120,4888.245472,2,0.070398713011476,0.0583532704606377
121,4888.262112,1,0.523466054024869,0.21204459742438
122,4888.278784,2,0.0704780479204888,0.0583347482262388
123,4888.295456,1,0.523369089136076,0.212055916567624
124,4888.312128,2,0.070318276228727,0.0583193130309064
125,4888.328768,1,0.523339338545196,0.212031220255092
126,4888.34544,2,0.0703943055165309,0.0583450383564604
127,4888.362112,1,0.523586158262125,0.211942725135187
128,4888.378784,2,0.0703678605468599,0.0583141679657956
129,4888.395456,1,0.523339338545196,0.211755444765153
130,4888.412128,2,0.0704505010770816,0.0580960172050977
131,4888.428768,1,0.523418673454209,0.21178734416884
132,4888.44544,2,0.0704130373700478,0.0581032202962528
133,4888.462112,1,0.523109046934312,0.211770879960486
134,4888.478784,2,0.0703072574913641,0.0581917154161586
135,4888.495456,1,0.523122269419147,0.211710168192178
136,4888.512096,2,0.0703700642943325,0.0581320326608733
137,4888.528768,1,0.523074888848487,0.211660775567115
138,4888.54544,2,0.0702477563096045,0.0581968604812694
139,4888.562112,1,0.523128880661565,0.211605208863918
140,4888.578784,2,0.0702565712994948,0.0581629030515381
141,4888.595456,1,0.523027508277827,0.211717371283334
142,4888.612096,2,0.0703898980215857,0.0581402647650506
143,4888.628768,1,0.522846800985075,0.21178734416884
144,4888.64544,2,0.0702609787944399,0.0582565432365547
145,4888.662112,1,0.522916219030461,0.211571251434187
146,4888.678784,2,0.0701684214005917,0.0582153827156683
147,4888.695456,1,0.522597777520674,0.21177293798653
148,4888.712096,2,0.0701981719914715,0.0582483111323774
149,4888.728768,1,0.522760854833645,0.211694732996846
150,4888.74544,2,0.0702929331327923,0.058207150611491
151,4888.762112,1,0.522438005828912,0.211677239775469
152,4888.778752,2,0.0701717270218006,0.0581659900906046
153,4888.795456,1,0.522442413323857,0.211707081153112
154,4888.812096,2,0.0703160724812544,0.0581351196999398
155,4888.828768,1,0.52258124941463,0.21164431135876
156,4888.84544,2,0.0702719975318028,0.0581670191036268
157,4888.86208,1,0.522504118253089,0.211551700186766
158,4888.878752,2,0.07029954437521,0.058129974634829
159,4888.895424,1,0.52270576114683,0.211585657616497
160,4888.912096,2,0.0701739307692732,0.0581227715436739
161,4888.928768,1,0.52247436766221,0.211784257129774
162,4888.94544,2,0.070268691910594,0.0581433518041171
163,4888.96208,1,0.522547091328805,0.211702965101023
164,4888.978752,2,0.0703094612388366,0.0581968604812694
165,4888.995424,1,0.522141601793851,0.211604179850896
166,4889.012096,2,0.0702896275115835,0.0582688913928206
167,4889.028768,1,0.52245343206122,0.211632992215516
168,4889.04544,2,0.0701992738652078,0.0581670191036268
169,4889.06208,1,0.522378504647153,0.211532148939345
170,4889.078752,2,0.0702653862893851,0.0581526129213165
171,4889.095424,1,0.52242368147034,0.21165871754107
172,4889.112096,2,0.0702224132136699,0.0580363344498125
173,4889.128736,1,0.522218732955391,0.21160109281183
174,4889.145408,2,0.0701419764309208,0.0581207135176296
175,4889.16208,1,0.522562517561113,0.211571251434187
176,4889.178752,2,0.0701893570015812,0.0581392357520284
177,4889.195424,1,0.522283743505832,0.211548613147699
178,4889.212064,2,0.0702058851076255,0.0581701061426932
179,4889.228736,1,0.522119564319125,0.211461147040816
180,4889.245408,2,0.0701100220925684,0.0581330616738955
181,4889.26208,1,0.521854012748679,0.211586686629519
182,4889.278752,2,0.0701926626227901,0.0582380210021558
183,4889.295424,1,0.522035821915167,0.211417928493885
184,4889.312064,2,0.0702753031530117,0.0581443808171392
185,4889.328736,1,0.521861725864833,0.21157742551232
